1.4596,0.036032,-0.82884,0.55782,2.9462
-3.0254,1.7375,2.3615,-0.47132,-0.84808
-0.61506,0.31896,0.45304,1.5277,-0.70787
-0.68763,-0.2794,-1.878,0.38499,0.15628
-0.92733,0.31313,-3.5446,1.3504,-1.1432
-0.11414,2.2768,1.5807,-0.10065,-0.83195
-2.5372,-1.7685,-0.90894,-1.1995,-0.85156
-0.62974,-0.97043,-1.0614,0.2732,0.43456
